feature,family,PC1,PC2,PC3,PC4,PC5,PC6,communality_top1,communality_top2,communality_top3,communality_top4,communality_top5,communality_top6
V8_T4_T9,V8,-0.00017,-0.00475,-0.027738,-0.002571,0.005706,0.149293,5e-06,0.001964,0.051668,0.051988,0.053241,0.631523
V8_T4_T10,V8,-3.8e-05,-0.006059,-0.029143,-0.006123,0.006741,0.154598,0.0,0.003188,0.058054,0.059872,0.061621,0.681727
V8_T4_T11,V8,-2e-05,-0.0064,-0.029508,-0.007393,0.007226,0.155088,0.0,0.003556,0.059809,0.062458,0.064468,0.688512
V8_T4_T12,V8,0.000209,-0.006875,-0.030304,-0.011612,0.007726,0.152041,8e-06,0.004111,0.063437,0.069974,0.072272,0.672034
V8_T5_T6,V8,-0.000132,-0.001455,-0.011334,0.001892,0.002035,0.056992,3e-06,0.000187,0.008487,0.00866,0.008819,0.093092
V8_T5_T7,V8,5e-06,-0.003167,-0.019047,-0.000327,0.003748,0.111149,0.0,0.000871,0.024307,0.024312,0.024853,0.345387
V8_T5_T8,V8,-0.000235,-0.003808,-0.022509,-0.003215,0.004985,0.135163,1e-05,0.001269,0.034002,0.034503,0.035459,0.50946
V8_T5_T9,V8,-0.000179,-0.004791,-0.024346,-0.006035,0.005286,0.14443,6e-06,0.001998,0.040289,0.042055,0.04313,0.584352
V8_T5_T10,V8,-2.2e-05,-0.006348,-0.026017,-0.0099,0.006464,0.149933,0.0,0.003499,0.047226,0.051977,0.053585,0.636832
V8_T5_T11,V8,1.2e-05,-0.006745,-0.02647,-0.011256,0.007021,0.15037,0.0,0.003949,0.049215,0.055357,0.057254,0.643909
V8_T5_T12,V8,0.0003,-0.007269,-0.027572,-0.015644,0.007576,0.146741,1.7e-05,0.004604,0.053716,0.06558,0.067789,0.62647
V8_T6_T7,V8,1e-06,-0.003066,-0.015834,-0.001527,0.003286,0.09847,0.0,0.000816,0.017013,0.017126,0.017542,0.269116
V8_T6_T8,V8,-0.000232,-0.003789,-0.01986,-0.004745,0.004588,0.124965,1e-05,0.001256,0.026737,0.027829,0.028639,0.433807
V8_T6_T9,V8,-0.000184,-0.004782,-0.021944,-0.007831,0.00499,0.135001,6e-06,0.001991,0.0331,0.036073,0.037031,0.50989
V8_T6_T10,V8,1e-06,-0.006522,-0.023827,-0.011968,0.006296,0.14093,0.0,0.003692,0.04037,0.047313,0.048839,0.564144
V8_T6_T11,V8,4.6e-05,-0.006954,-0.024351,-0.013412,0.006937,0.141464,0.0,0.004198,0.042506,0.051226,0.053078,0.572301
V8_T6_T12,V8,0.000383,-0.007511,-0.02568,-0.017984,0.007526,0.137946,2.7e-05,0.004924,0.047528,0.063207,0.065388,0.559102
V8_T7_T8,V8,-0.000473,-0.002286,-0.013017,-0.006748,0.003764,0.083267,4.1e-05,0.000495,0.011441,0.013648,0.014193,0.194082
V8_T7_T9,V8,-0.000461,-0.003626,-0.015996,-0.010757,0.004278,0.0981,3.9e-05,0.00118,0.01771,0.02332,0.024024,0.273714
V8_T7_T10,V8,-8.6e-05,-0.006065,-0.018558,-0.016067,0.006021,0.106255,1e-06,0.003195,0.025444,0.037957,0.039353,0.332282
V8_T7_T11,V8,3e-05,-0.00671,-0.019345,-0.017896,0.006947,0.107519,0.0,0.003909,0.028084,0.043611,0.045468,0.345404
V8_T7_T12,V8,0.000616,-0.00738,-0.021312,-0.023237,0.007588,0.105268,7e-05,0.004798,0.034141,0.060317,0.062533,0.350046
V8_T8_T9,V8,-0.000333,-0.003699,-0.010645,-0.009779,0.002613,0.062789,2e-05,0.001209,0.008529,0.013164,0.013427,0.115717
V8_T8_T10,V8,9.9e-05,-0.006843,-0.014219,-0.016533,0.005209,0.076337,2e-06,0.004067,0.017129,0.03038,0.031424,0.182618
V8_T8_T11,V8,0.000307,-0.007589,-0.01528,-0.018855,0.006433,0.078458,1.7e-05,0.005017,0.0201,0.037335,0.038928,0.19864
V8_T8_T12,V8,0.001171,-0.008095,-0.01804,-0.025391,0.007096,0.078417,0.000252,0.005941,0.026966,0.058218,0.060156,0.219699
V8_T9_T10,V8,0.00022,-0.00696,-0.010727,-0.01468,0.005596,0.054717,9e-06,0.004215,0.011648,0.022095,0.0233,0.100979
V8_T9_T11,V8,0.000493,-0.007779,-0.012116,-0.017467,0.006961,0.058404,4.5e-05,0.005297,0.014781,0.029572,0.031437,0.119939
V8_T9_T12,V8,0.001633,-0.00819,-0.015757,-0.02542,0.007267,0.061038,0.000489,0.006313,0.022354,0.053678,0.05571,0.152374
V8_T10_T11,V8,0.000478,-0.005155,-0.007209,-0.011894,0.006277,0.031226,4.2e-05,0.002349,0.005706,0.012564,0.014081,0.039379
V8_T10_T12,V8,0.002046,-0.00623,-0.013022,-0.023616,0.006203,0.041239,0.000768,0.004137,0.015093,0.042129,0.043611,0.087735
V8_T11_T12,V8,0.002091,-0.005017,-0.011936,-0.022204,0.004551,0.034619,0.000802,0.002987,0.012191,0.036091,0.036888,0.067983
PV1_T1,PV1,-0.000875,-0.001798,0.006846,-0.018165,-0.00647,-0.034962,0.00014,0.000421,0.003449,0.019444,0.021056,0.05277
PV1_T2,PV1,-0.001141,-0.002626,0.002955,-0.018841,-0.006677,-0.043242,0.000239,0.000838,0.001402,0.01861,0.020326,0.06884
PV1_T3,PV1,-0.001337,-0.003267,-0.00344,-0.020038,-0.006684,-0.047114,0.000328,0.001254,0.002019,0.021483,0.023203,0.080794
PV1_T4,PV1,-0.001324,-0.003394,-0.007579,-0.022179,-0.00704,-0.042307,0.000322,0.001322,0.005032,0.028879,0.030786,0.077224
PV1_T5,PV1,-0.001226,-0.003129,-0.009533,-0.023348,-0.007746,-0.03567,0.000276,0.001126,0.006998,0.033423,0.035732,0.068745
PV1_T6,PV1,-0.000827,-0.002934,-0.010438,-0.023482,-0.008552,-0.029304,0.000126,0.000873,0.007911,0.03464,0.037456,0.059735
PV1_T7,PV1,0.00167,-0.002358,-0.013595,-0.027117,-0.010681,-0.00841,0.000511,0.000994,0.012934,0.04858,0.052971,0.054806
PV1_T8,PV1,0.002701,-0.001057,-0.015822,-0.031391,-0.015782,0.002398,0.001338,0.001435,0.017607,0.065375,0.074962,0.075111
PV1_T9,PV1,0.002765,-0.00074,-0.016463,-0.033208,-0.01712,0.005635,0.001402,0.00145,0.01896,0.072419,0.0837,0.084524
PV1_T10,PV1,0.002751,0.000409,-0.015957,-0.033172,-0.019544,0.004519,0.001388,0.001403,0.017852,0.071195,0.085897,0.086427
PV1_T11,PV1,0.002902,0.001521,-0.016141,-0.03345,-0.020739,0.003337,0.001545,0.001746,0.018577,0.072818,0.089374,0.089663
PV1_T12,PV1,0.003931,-0.001687,-0.016252,-0.035031,-0.017246,-0.004565,0.002834,0.003081,0.020146,0.079635,0.091083,0.091624
PV2,PV2,-0.014409,0.008369,0.007618,0.01472,-0.007044,0.00906,0.03809,0.044171,0.04792,0.058424,0.060333,0.062463
PV3_B1_T1,PV3,-0.032428,-0.007908,-0.056942,-0.008651,-0.014669,-0.055102,0.192917,0.198346,0.407811,0.411439,0.419722,0.498499
PV3_B1_T2,PV3,-0.028542,-0.008045,-0.068491,0.005797,-0.01308,-0.062683,0.149448,0.155067,0.458121,0.45975,0.466336,0.568278
PV3_B1_T3,PV3,-0.022958,-0.008184,-0.085015,0.026897,-0.009904,-0.066399,0.096697,0.102511,0.569431,0.604501,0.608277,0.722665
PV3_B1_T4,PV3,-0.019527,-0.008147,-0.092519,0.037729,-0.007887,-0.063755,0.069952,0.075714,0.628705,0.69771,0.700104,0.805565
PV3_B1_T5,PV3,-0.017639,-0.007954,-0.095356,0.042548,-0.00662,-0.06032,0.05708,0.062573,0.649996,0.737754,0.739441,0.833844
PV3_B1_T6,PV3,-0.016423,-0.007744,-0.096345,0.045096,-0.005829,-0.057304,0.049482,0.054688,0.654357,0.752942,0.75425,0.839449
PV3_B1_T7,PV3,-0.013468,-0.00733,-0.09719,0.049988,-0.004222,-0.047968,0.033275,0.03794,0.648172,0.769304,0.76999,0.829687
PV3_B1_T8,PV3,-0.011942,-0.00711,-0.096694,0.051529,-0.003242,-0.041525,0.026165,0.030553,0.634572,0.76329,0.763694,0.808433
PV3_B1_T9,PV3,-0.011367,-0.007002,-0.096128,0.051516,-0.002969,-0.038466,0.023705,0.027961,0.624936,0.753591,0.75393,0.792319
PV3_B1_T10,PV3,-0.010844,-0.006805,-0.094539,0.050689,-0.002914,-0.035316,0.021574,0.025594,0.602996,0.72755,0.727877,0.760237
PV3_B1_T11,PV3,-0.010648,-0.006695,-0.093703,0.050196,-0.002876,-0.034282,0.020801,0.024692,0.591919,0.714064,0.714383,0.744875
PV3_B1_T12,PV3,-0.010506,-0.006525,-0.092448,0.048835,-0.003088,-0.031004,0.020249,0.023945,0.576078,0.691686,0.692053,0.716992
PV3_B2_T1,PV3,-0.037442,-0.005304,-0.051494,-0.005804,-0.017302,-0.05389,0.257188,0.259631,0.430935,0.432567,0.444089,0.519438
PV3_B2_T2,PV3,-0.033143,-0.005619,-0.062803,0.007529,-0.015843,-0.062508,0.201521,0.204263,0.459073,0.461821,0.471481,0.572856
PV3_B2_T3,PV3,-0.026793,-0.006034,-0.079241,0.027323,-0.012729,-0.068124,0.131693,0.134854,0.540507,0.576698,0.582934,0.703342
PV3_B2_T4,PV3,-0.022829,-0.006187,-0.086935,0.037598,-0.010642,-0.066625,0.095612,0.098935,0.587188,0.655717,0.660077,0.775244
PV3_B2_T5,PV3,-0.020641,-0.006108,-0.089944,0.042192,-0.009309,-0.063771,0.078164,0.081403,0.604039,0.690334,0.69367,0.799182
PV3_B2_T6,PV3,-0.019189,-0.00599,-0.091108,0.04462,-0.008428,-0.061017,0.067554,0.070669,0.606917,0.703432,0.706166,0.802762
PV3_B2_T7,PV3,-0.0157,-0.005764,-0.092398,0.049295,-0.006634,-0.052303,0.045217,0.048102,0.599642,0.71744,0.719134,0.79011
PV3_B2_T8,PV3,-0.013925,-0.005635,-0.092269,0.050815,-0.005593,-0.046118,0.035571,0.038327,0.588331,0.713505,0.714709,0.769892
PV3_B2_T9,PV3,-0.013252,-0.00554,-0.091829,0.050801,-0.005303,-0.043172,0.032216,0.03488,0.579653,0.704759,0.705842,0.7542
PV3_B2_T10,PV3,-0.012616,-0.005344,-0.090314,0.049968,-0.005242,-0.040009,0.0292,0.03168,0.558624,0.679659,0.680716,0.722247
PV3_B2_T11,PV3,-0.012379,-0.005238,-0.089531,0.049488,-0.005203,-0.038946,0.028113,0.030495,0.548344,0.667066,0.668108,0.707462
PV3_B2_T12,PV3,-0.012215,-0.005011,-0.08818,0.048181,-0.005531,-0.035848,0.027374,0.029554,0.531893,0.644429,0.645606,0.678949
PV3_B3_T1,PV3,-0.044601,-0.000421,-0.039371,-0.000462,-0.02117,-0.049192,0.364928,0.364944,0.465082,0.465093,0.482343,0.545126
PV3_B3_T2,PV3,-0.039979,-0.00095,-0.049566,0.010331,-0.020133,-0.059306,0.293223,0.293301,0.452018,0.457192,0.472794,0.564049
PV3_B3_T3,PV3,-0.032813,-0.001759,-0.065056,0.02695,-0.017464,-0.068431,0.197519,0.197788,0.471205,0.506413,0.518152,0.639648
PV3_B3_T4,PV3,-0.02818,-0.002219,-0.072845,0.035841,-0.015444,-0.069394,0.145682,0.146109,0.488921,0.551192,0.560373,0.685316
PV3_B3_T5,PV3,-0.025589,-0.00234,-0.076126,0.039885,-0.014095,-0.067913,0.120129,0.120604,0.494989,0.572107,0.579754,0.69942
PV3_B3_T6,PV3,-0.023808,-0.002405,-0.077756,0.042092,-0.013114,-0.065941,0.103987,0.104489,0.495077,0.580966,0.587585,0.700401
PV3_B3_T7,PV3,-0.019526,-0.002544,-0.080162,0.04638,-0.011097,-0.05904,0.069944,0.070505,0.485641,0.589921,0.594661,0.685099
PV3_B3_T8,PV3,-0.017394,-0.002578,-0.080865,0.047908,-0.010031,-0.053747,0.055503,0.05608,0.478529,0.589791,0.593664,0.668613
PV3_B3_T9,PV3,-0.016571,-0.002509,-0.080741,0.047934,-0.009734,-0.051173,0.050379,0.050925,0.472081,0.583464,0.587111,0.655054
PV3_B3_T10,PV3,-0.015754,-0.002337,-0.07961,0.047215,-0.009667,-0.048141,0.045529,0.046003,0.455436,0.563502,0.5671,0.627229
PV3_B3_T11,PV3,-0.01545,-0.002244,-0.079016,0.046807,-0.00963,-0.047077,0.043794,0.044231,0.447576,0.553783,0.557353,0.614854
PV3_B3_T12,PV3,-0.015218,-0.00192,-0.077442,0.04559,-0.010147,-0.044325,0.042484,0.042804,0.430245,0.531001,0.534964,0.58594
PV3_B4_T1,PV3,-0.050515,0.008505,-0.011135,0.009302,-0.024831,-0.032868,0.468127,0.474407,0.482417,0.486611,0.510343,0.538373
PV3_B4_T2,PV3,-0.046186,0.007991,-0.016418,0.013882,-0.024854,-0.043415,0.39133,0.396874,0.414289,0.423631,0.447407,0.49631
PV3_B4_T3,PV3,-0.03916,0.007066,-0.025572,0.021563,-0.023894,-0.057254,0.281329,0.285664,0.32791,0.35045,0.372424,0.457474
PV3_B4_T4,PV3,-0.034371,0.006375,-0.031087,0.026,-0.022705,-0.063113,0.216731,0.220259,0.282691,0.315462,0.335305,0.438652
PV3_B4_T5,PV3,-0.031627,0.006025,-0.03379,0.028128,-0.021774,-0.064946,0.183509,0.18666,0.260422,0.298775,0.317024,0.426461
PV3_B4_T6,PV3,-0.029769,0.005715,-0.036003,0.029609,-0.02101,-0.065511,0.162574,0.165409,0.24915,0.291649,0.308639,0.419988
PV3_B4_T7,PV3,-0.025008,0.005067,-0.040106,0.03253,-0.019336,-0.064798,0.114735,0.116964,0.22088,0.272177,0.286568,0.395507
PV3_B4_T8,PV3,-0.022701,0.004881,-0.041951,0.033744,-0.018721,-0.063006,0.094537,0.096605,0.2103,0.265498,0.278987,0.381984
PV3_B4_T9,PV3,-0.021771,0.004949,-0.042457,0.033875,-0.018578,-0.061978,0.086952,0.089079,0.205531,0.261159,0.274443,0.374108
PV3_B4_T10,PV3,-0.02086,0.005085,-0.042868,0.033893,-0.018688,-0.060319,0.079829,0.082074,0.200795,0.256483,0.269925,0.364325
PV3_B4_T11,PV3,-0.020517,0.005153,-0.042935,0.033823,-0.018728,-0.059612,0.077225,0.07953,0.198622,0.254078,0.267578,0.359779
PV3_B4_T12,PV3,-0.020003,0.005548,-0.041272,0.032974,-0.019421,-0.057641,0.073405,0.076077,0.186118,0.238825,0.253342,0.339545
PV3_B5_T1,PV3,-0.041767,0.017551,0.029976,0.019197,-0.021531,-0.00042,0.320033,0.346775,0.404825,0.42269,0.440534,0.440538
PV3_B5_T2,PV3,-0.037892,0.017175,0.034248,0.013665,-0.022255,-0.006295,0.263399,0.289006,0.36478,0.373831,0.392895,0.393923
PV3_B5_T3,PV3,-0.031963,0.016577,0.04053,0.0051,-0.023101,-0.017942,0.187425,0.21128,0.317401,0.318662,0.339203,0.347555
PV3_B5_T4,PV3,-0.028068,0.016034,0.04349,0.000109,-0.023153,-0.025868,0.144523,0.166841,0.289031,0.289031,0.309664,0.327026
PV3_B5_T5,PV3,-0.025891,0.015645,0.044782,-0.002407,-0.023055,-0.030348,0.122975,0.144223,0.273782,0.274063,0.29452,0.318416
PV3_B5_T6,PV3,-0.024626,0.015414,0.045222,-0.003712,-0.023032,-0.03344,0.111257,0.131882,0.263999,0.264667,0.285084,0.314097
PV3_B5_T7,PV3,-0.021093,0.014868,0.04578,-0.006758,-0.022829,-0.040887,0.081622,0.100812,0.236209,0.238423,0.258483,0.301857
PV3_B5_T8,PV3,-0.019233,0.014799,0.046683,-0.008629,-0.02314,-0.04415,0.067863,0.086877,0.227667,0.231277,0.251887,0.302461
PV3_B5_T9,PV3,-0.018521,0.014959,0.046807,-0.009112,-0.023352,-0.045883,0.062932,0.082359,0.2239,0.227924,0.248913,0.303534
PV3_B5_T10,PV3,-0.01818,0.015399,0.046508,-0.008846,-0.024181,-0.047973,0.060632,0.081217,0.22095,0.224744,0.24725,0.306961
PV3_B5_T11,PV3,-0.01802,0.015539,0.046239,-0.008663,-0.024493,-0.048428,0.059573,0.080535,0.218659,0.222297,0.245389,0.306237
PV3_B5_T12,PV3,-0.017458,0.015639,0.044938,-0.007274,-0.025085,-0.049472,0.055912,0.077144,0.207603,0.210169,0.234389,0.297889
PV3_B6_T1,PV3,-0.024889,0.020023,0.053491,0.021902,-0.01374,0.024079,0.113641,0.148447,0.333297,0.356552,0.363818,0.378861
PV3_B6_T2,PV3,-0.02192,0.019384,0.062272,0.009929,-0.014533,0.02245,0.088145,0.120763,0.371282,0.376062,0.384191,0.397267
PV3_B6_T3,PV3,-0.0176,0.018484,0.075467,-0.008012,-0.015836,0.015041,0.05683,0.08649,0.45442,0.457532,0.467184,0.473054
PV3_B6_T4,PV3,-0.014954,0.01776,0.081801,-0.017922,-0.016261,0.008068,0.041026,0.068408,0.500692,0.516263,0.526441,0.52813
PV3_B6_T5,PV3,-0.013546,0.017211,0.084465,-0.022686,-0.016469,0.003346,0.033663,0.059379,0.520281,0.545231,0.55567,0.55596
PV3_B6_T6,PV3,-0.012646,0.016878,0.086134,-0.025564,-0.016567,0.000236,0.029338,0.054069,0.533363,0.565043,0.575608,0.575609
PV3_B6_T7,PV3,-0.010375,0.016078,0.088385,-0.031616,-0.016624,-0.008721,0.019748,0.042191,0.546861,0.595317,0.605954,0.607927
PV3_B6_T8,PV3,-0.009125,0.015694,0.08902,-0.034362,-0.016898,-0.013438,0.015274,0.036656,0.548609,0.605849,0.61684,0.621525
PV3_B6_T9,PV3,-0.00868,0.015701,0.088987,-0.034939,-0.017046,-0.015969,0.013823,0.035226,0.5468,0.605976,0.61716,0.623777
PV3_B6_T10,PV3,-0.008433,0.01598,0.089149,-0.035032,-0.017577,-0.01855,0.013046,0.035214,0.548648,0.60814,0.620031,0.62896
PV3_B6_T11,PV3,-0.008316,0.016031,0.088875,-0.034866,-0.017775,-0.019187,0.012688,0.034999,0.545287,0.604216,0.616377,0.625929
PV3_B6_T12,PV3,-0.008221,0.016141,0.086966,-0.032729,-0.018426,-0.02262,0.0124,0.035017,0.52361,0.575539,0.588607,0.601882
PV3_B7_T1,PV3,-0.013429,0.019646,0.061801,0.021491,-0.008254,0.035486,0.033082,0.06659,0.313335,0.335724,0.338346,0.371017
PV3_B7_T2,PV3,-0.011574,0.018898,0.071812,0.007099,-0.009194,0.035777,0.024576,0.055581,0.388732,0.391175,0.394429,0.427639
PV3_B7_T3,PV3,-0.008898,0.017863,0.086544,-0.013902,-0.010842,0.030294,0.014524,0.042225,0.526089,0.535458,0.539982,0.563794
PV3_B7_T4,PV3,-0.007329,0.017073,0.093324,-0.025109,-0.011534,0.023794,0.009855,0.03516,0.597807,0.62837,0.63349,0.648179
PV3_B7_T5,PV3,-0.006531,0.016473,0.096003,-0.030344,-0.011931,0.019024,0.007826,0.031383,0.6268,0.671436,0.676916,0.686306
PV3_B7_T6,PV3,-0.005949,0.016064,0.097545,-0.03347,-0.01209,0.01589,0.006492,0.028895,0.643597,0.697904,0.70353,0.710081
PV3_B7_T7,PV3,-0.004629,0.015131,0.099233,-0.039792,-0.012314,0.006451,0.003931,0.023807,0.659966,0.736725,0.742562,0.743642
PV3_B7_T8,PV3,-0.003927,0.014634,0.099071,-0.04229,-0.012652,0.001038,0.002829,0.02142,0.655506,0.742204,0.748364,0.748392
PV3_B7_T9,PV3,-0.003689,0.014568,0.098729,-0.042709,-0.012788,-0.001759,0.002496,0.020919,0.650627,0.73905,0.745344,0.745425
PV3_B7_T10,PV3,-0.003523,0.014679,0.098439,-0.042643,-0.013104,-0.004398,0.002278,0.020982,0.646994,0.735143,0.741752,0.742254
PV3_B7_T11,PV3,-0.003448,0.014664,0.097965,-0.042389,-0.013226,-0.005094,0.002181,0.02085,0.640856,0.727961,0.734694,0.735367
PV3_B7_T12,PV3,-0.003478,0.014773,0.096357,-0.040372,-0.013781,-0.008956,0.002219,0.021164,0.620976,0.699989,0.707299,0.70938
BB1_T1,BB1,-0.0734,-0.00781,0.003594,-0.00328,0.004868,0.00456,0.98836,0.993655,0.99449,0.995011,0.995923,0.996463
BB1_T2,BB1,-0.07339,-0.008057,0.003658,-0.003156,0.004401,0.004646,0.988093,0.993728,0.994593,0.995075,0.995821,0.996381
BB1_T3,BB1,-0.073353,-0.008848,0.003843,-0.002855,0.003453,0.004737,0.987111,0.993907,0.994861,0.995256,0.995715,0.996298
BB1_T4,BB1,-0.073304,-0.00975,0.004039,-0.002602,0.002944,0.004689,0.985794,0.994046,0.9951,0.995428,0.995762,0.996332
BB1_T5,BB1,-0.07326,-0.010462,0.004179,-0.002462,0.002869,0.004584,0.984595,0.994098,0.995226,0.99552,0.995836,0.996382
BB1_T6,BB1,-0.073219,-0.011038,0.004277,-0.002399,0.003023,0.004465,0.9835,0.994078,0.99526,0.995539,0.995891,0.996408
BB1_T7,BB1,-0.073011,-0.013309,0.004558,-0.00247,0.005159,0.003925,0.977923,0.993301,0.994643,0.994939,0.995963,0.996363
BB1_T8,BB1,-0.072711,-0.01563,0.00477,-0.002818,0.008979,0.003439,0.969909,0.991116,0.992586,0.992971,0.996074,0.996381
BB1_T9,BB1,-0.072445,-0.017188,0.004846,-0.00321,0.012232,0.003273,0.962819,0.988466,0.989983,0.990483,0.996241,0.996519
BB1_T10,BB1,-0.07197,-0.019214,0.004802,-0.003962,0.017063,0.003409,0.950224,0.982272,0.983762,0.984523,0.995729,0.99603
BB1_T11,BB1,-0.071748,-0.019925,0.004745,-0.004304,0.018883,0.003528,0.94439,0.978854,0.980309,0.981207,0.994932,0.995255
BB1_T12,BB1,-0.070499,-0.022452,0.004311,-0.005903,0.025247,0.004136,0.911791,0.955553,0.956754,0.958444,0.982978,0.983422
BB2_T1,BB2,-0.001767,0.030549,-0.006661,-0.0154,0.060437,-0.013978,0.000573,0.081592,0.084459,0.095956,0.236546,0.241615
BB2_T2,BB2,-0.002228,0.035433,-0.007787,-0.016392,0.061508,-0.013651,0.000911,0.109904,0.113821,0.126848,0.272464,0.277299
BB2_T3,BB2,-0.003143,0.041416,-0.0092,-0.015135,0.050466,-0.01031,0.001812,0.150721,0.156189,0.167294,0.265323,0.268081
BB2_T4,BB2,-0.003826,0.042675,-0.009129,-0.012492,0.035264,-0.007533,0.002686,0.160786,0.166171,0.173736,0.221601,0.223073
BB2_T5,BB2,-0.00424,0.041913,-0.009809,-0.009435,0.024157,-0.006093,0.003298,0.1558,0.162015,0.166331,0.188791,0.189754
BB2_T6,BB2,-0.004549,0.040639,-0.010389,-0.006813,0.015692,-0.005541,0.003796,0.147172,0.154145,0.156395,0.165872,0.166669
BB2_T7,BB2,-0.005583,0.035598,-0.010091,-0.000544,-0.008133,-0.004702,0.005718,0.115726,0.122305,0.122319,0.124865,0.125439
BB2_T8,BB2,-0.006602,0.031295,-0.006646,0.001346,-0.021296,-0.006325,0.007995,0.09302,0.095873,0.095961,0.113417,0.114455
BB2_T9,BB2,-0.007464,0.028916,-0.005609,0.00268,-0.026235,-0.00899,0.01022,0.082809,0.084841,0.085189,0.111682,0.113779
BB2_T10,BB2,-0.008479,0.025333,0.000309,0.001566,-0.029431,-0.011489,0.013189,0.068903,0.068909,0.069028,0.102367,0.105792
BB2_T11,BB2,-0.008975,0.024334,0.001902,0.001206,-0.029271,-0.012943,0.014776,0.066182,0.066416,0.066486,0.099464,0.10381
BB2_T12,BB2,-0.011317,0.018426,0.003362,0.003816,-0.02686,-0.020196,0.023494,0.052969,0.0537,0.054405,0.082175,0.092757
BB3_T1,BB3,-0.001685,0.026159,-0.00676,-0.014771,0.059572,-0.012214,0.000521,0.059925,0.062877,0.073454,0.210048,0.213919
BB3_T2,BB3,-0.002445,0.038333,-0.009854,-0.020365,0.079259,-0.015373,0.001096,0.128661,0.134934,0.15504,0.396832,0.402964
BB3_T3,BB3,-0.004112,0.058356,-0.014126,-0.025444,0.088361,-0.012682,0.003102,0.298734,0.311626,0.343011,0.643531,0.647704
BB3_T4,BB3,-0.005564,0.070249,-0.016245,-0.026127,0.078402,-0.007192,0.00568,0.434098,0.451147,0.484239,0.72083,0.722172
BB3_T5,BB3,-0.006618,0.076154,-0.016928,-0.025041,0.065854,-0.00297,0.008036,0.511501,0.530014,0.560412,0.727331,0.72756
BB3_T6,BB3,-0.007432,0.079414,-0.016928,-0.023219,0.053608,0.000233,0.010132,0.557627,0.576139,0.602275,0.712889,0.712891
BB3_T7,BB3,-0.010505,0.083823,-0.014796,-0.013844,0.00267,0.008313,0.020245,0.630226,0.644369,0.653659,0.653934,0.655726
BB3_T8,BB3,-0.013853,0.083181,-0.012517,-0.006299,-0.037828,0.011161,0.035206,0.63587,0.645991,0.647915,0.702992,0.706223
BB3_T9,BB3,-0.016503,0.081531,-0.010813,-0.001942,-0.058895,0.01078,0.049966,0.627038,0.634591,0.634774,0.768279,0.771294
BB3_T10,BB3,-0.020602,0.077004,-0.00795,0.003338,-0.078319,0.007789,0.077866,0.592632,0.596715,0.597255,0.833346,0.83492
BB3_T11,BB3,-0.022319,0.074589,-0.006824,0.005067,-0.082692,0.006525,0.091384,0.574365,0.577373,0.578617,0.841813,0.842918
BB3_T12,BB3,-0.030002,0.061024,-0.002402,0.009823,-0.083141,0.00248,0.165134,0.488423,0.488795,0.493473,0.759531,0.759691
BB4_T1,BB4,-0.073396,-0.007899,0.003609,-0.003247,0.004735,0.004595,0.988261,0.993678,0.99452,0.995031,0.995894,0.996442
BB4_T2,BB4,-0.073383,-0.008202,0.003682,-0.003113,0.004223,0.004693,0.987923,0.993763,0.994639,0.995108,0.995795,0.996366
BB4_T3,BB4,-0.07334,-0.009104,0.003887,-0.002804,0.003279,0.004776,0.986765,0.99396,0.994936,0.995317,0.995731,0.996322
BB4_T4,BB4,-0.073284,-0.010098,0.004094,-0.002564,0.002849,0.004705,0.985242,0.994093,0.995176,0.995494,0.995807,0.996381
BB4_T5,BB4,-0.073232,-0.010875,0.004243,-0.002439,0.002868,0.00457,0.983857,0.994123,0.995286,0.995575,0.995891,0.996433
BB4_T6,BB4,-0.073185,-0.011504,0.004351,-0.002383,0.003118,0.004422,0.982582,0.994071,0.995294,0.99557,0.995944,0.996451
BB4_T7,BB4,-0.072941,-0.013953,0.004667,-0.002472,0.005809,0.003764,0.976044,0.992945,0.994352,0.994648,0.995947,0.996315
BB4_T8,BB4,-0.072581,-0.016441,0.0049,-0.002833,0.01033,0.003237,0.96643,0.989897,0.991448,0.991837,0.995944,0.996216
BB4_T9,BB4,-0.07226,-0.018083,0.004974,-0.003249,0.014018,0.003093,0.957903,0.98629,0.987888,0.9884,0.995964,0.996212
BB4_T10,BB4,-0.071686,-0.020193,0.004867,-0.004158,0.019283,0.003354,0.942742,0.97814,0.97967,0.980508,0.99482,0.995112
BB4_T11,BB4,-0.071412,-0.020958,0.004758,-0.004628,0.021227,0.003525,0.935569,0.9737,0.975162,0.976201,0.993543,0.993866
BB4_T12,BB4,-0.069878,-0.023487,0.00404,-0.00693,0.027622,0.004145,0.895784,0.943673,0.944728,0.947056,0.976423,0.976868
BB5_T1,BB5,-0.073397,-0.007885,0.003607,-0.003259,0.004788,0.00458,0.988291,0.993689,0.994529,0.995044,0.995926,0.99647
BB5_T2,BB5,-0.073386,-0.008166,0.003672,-0.00314,0.004355,0.004656,0.987991,0.99378,0.994652,0.99513,0.99586,0.996422
BB5_T3,BB5,-0.073348,-0.009005,0.00386,-0.002865,0.003546,0.004724,0.986962,0.994002,0.994965,0.995363,0.995847,0.996426
BB5_T4,BB5,-0.073299,-0.009906,0.004042,-0.002664,0.003234,0.004655,0.985645,0.994165,0.995221,0.995565,0.995967,0.996529
BB5_T5,BB5,-0.073255,-0.010596,0.004168,-0.002566,0.003306,0.004546,0.984477,0.994224,0.995347,0.995666,0.996086,0.996623
